author_id,name,n_papers,h_corpus,cites_corpus,h_openalex,works_openalex,cites_openalex,institution,country,top_sleeve,distinct_sleeves,fwd_citers_total,top_paper_title,top_paper_cites
A5061836384,Rafael Mendoza‐Arriaga,8,6,235,11,34,521,,,vol_options,5,61,Time Changed Markov Processes in Unified Credit-Equity Modeling ∗,87
A5084118493,Giuseppe Marotta,6,6,268,8,65,401,University of Modena and Reggio Emilia,IT,macro_regime,4,6,Does Trade Credit Redistribution Thwart Monetary Policy? Evidence From Italy,113
A5034773247,Victor J. Valcarcel,9,6,227,12,48,528,Texas Tech University,US,macro_regime,2,38,Changes in the oil price-inflation pass-through,72
A5051442106,Cary Deck,8,6,220,28,217,3122,University of Alabama,US,microstructure,3,11,Double Bubbles in Assets Markets With Multiple Generations,69
A5101407573,Jingyi Jia,6,6,166,13,36,1089,China Agricultural University,US,other,2,34,Institutional Ownership Stability and Risk Taking: Evidence from the Life-Health Insurance Industry,78
A5043070841,Hans‐Jörg von Mettenheim,6,6,213,12,46,452,IPAG Business School,DE,other,3,83,Forecasting Government Bond Yields with Neural Networks Considering Cointegration,62
A5109862987,Eric O'n. Fisher,7,6,331,16,68,1083,California Polytechnic State University,US,fx,3,90,Testing Purchasing Power Parity under the Null Hypothesis of Co-Integration,124
A5081195799,Paul Davidson,7,6,258,41,488,7085,University of Tasmania,,commodities,3,23,"Crude Oil Prices: ""Market Fundamentals"" or Speculation?",86
A5064097200,Maria Loumioti,6,6,211,15,28,1215,The University of Texas at Dallas,US,other,4,52,The Use of Intangible Assets as Loan Collateral,75
A5071789766,Sugeng Wahyudi,8,6,142,15,223,952,Diponegoro University,,equity_xs,5,34,The Volatility–Variability Hypotheses Testing and Hedging Effectiveness of Precious Metals for the Indonesian and Malays,58
A5003835192,Arif Khurshed,8,6,220,21,108,1574,University of Manchester,,microstructure,4,25,Venture Capital exits in domestic and cross-border investments,65
A5073336378,Leonidas Rompolis,11,6,155,9,31,250,Athens University of Economics and Business,GR,vol_options,4,38,Recovering Risk Neutral Densities from Option Prices: A New Approach,44
A5032523351,Dwi Fitrizal Salim,14,6,85,7,55,141,Telkom University,ID,other,4,16,Financial distress prediction in emerging markets by using a machine learning approach for financial sustainability,16
A5076308553,Valeria Martínez,7,6,228,7,24,238,Fairfield University,US,other,4,106,Price discovery and informational efficiency of international iShares funds,88
A5076347234,Léopold Simar,6,6,299,67,491,30841,Statistics Belgium,BE,other,1,11,Semiparametric efficient estimation of AR(1) panel data models.,74
A5047279961,Andrew Lee Smith,10,6,137,12,73,513,Federal Reserve Bank of Kansas City,US,macro_regime,2,17,A Model of Monetary Policy Shocks for Financial Crises and Normal Conditions,54
A5057845769,Leon Zolotoy,11,6,195,21,73,2293,The University of Melbourne,AU,equity_xs,4,27,Competing Earnings Announcements: Which Announcement Do Investors Process First?,61
A5041975001,Roger Craine,8,6,342,15,80,822,"University of California, Berkeley",US,macro_regime,5,92,Optimal monetary policy with uncertainty,108
A5004720283,Wilson Tsakane Mongwe,9,6,109,14,57,417,University of the Witwatersrand,ZA,other,4,25,A Survey of Automated Financial Statement Fraud Detection with Relevance to the South African Context,29
A5103355449,José Manuel Marqués,6,6,140,12,40,397,Bank of Spain,ES,macro_regime,2,25,On the Relevance and Nature of Regional Inflation Differentials: The Case of Spain,37
A5053630883,Mochammad Fahlevi,7,6,166,35,252,4250,Binus University,ID,other,5,23,"The Influence of Exchange Rate, Interest Rate and Inflation on Stock Price of LQ45 Index in Indonesia",39
A5113446568,William K. H. Fung,11,6,229,7,18,348,,,other,2,34,Pricing New Corporate Bond Issues: An Analysis of Issue Cost and Seasoning Effects,75
A5046443872,Dinghai Xu,10,6,125,10,73,307,University of Waterloo,CA,vol_options,5,48,Is Volatility Clustering of Asset Returns Asymmetric,64
A5112831266,Gunter H. Meyer,6,6,244,27,116,2058,Georgia Institute of Technology,US,vol_options,1,30,The Evaluation of American Option Prices Under Stochastic Volatility and Jump-Diffusion Dynamics Using the Method of Lin,82
A5024523994,Xiaoqi Yang,7,6,235,49,403,8059,Hong Kong Polytechnic University,HK,cross_asset,2,60,Portfolio Optimization Under a Minimax Rule,103
A5007938270,Miguel Sarmiento,7,6,152,11,107,570,Banco de la República Colombia,CO,cross_asset,2,21,Identifying Central Bank Liquidity Super-Spreaders in Interbank Funds Networks,67
A5054095578,Marcel Kahan,7,6,276,28,118,2252,New York Law School,US,other,3,11,Investment Opportunities and the Design of Debt Securities,91
A5004546471,Pietro Alessandrini,6,6,222,15,85,1220,Marche Polytechnic University,IT,rates_credit,3,8,External Imbalances and Financial Fragility in the Euro Area,67
A5090170093,Linlin Niu,13,6,176,10,61,499,North China Electric Power University,CN,macro_regime,3,65,Term Structure Forecasting: No-arbitrage Restrictions Versus Large Information set,73
A5015721372,Katja Ahoniemi,6,6,171,8,19,237,Imperial College London,GB,vol_options,2,74,Overnight Stock Returns and Realized Volatility,70
A5007948071,Gottfried Haber,7,6,166,8,45,260,National Bank of Austria,AT,macro_regime,2,7,Sustainability of Austrian public debt: a political economy perspective,89
A5064480449,Reinhard Neck,6,6,159,21,292,1821,University of Klagenfurt,AT,macro_regime,2,6,Sustainability of Austrian public debt: a political economy perspective,89
A5032397301,Yuting Gong,12,6,127,12,40,444,Shanghai University,CN,macro_regime,4,61,Contagion risk between the shipping freight and stock markets: Evidence from the recent US-China trade war,45
A5009392144,Dolores Furió,6,6,207,9,32,407,Universitat de València,ES,commodities,3,45,Expectations and Forward Risk Premium in the Spanish Deregulated Power Market,70
A5057684337,John W. Kensinger,14,6,159,12,55,1630,The University of Texas at Austin,US,other,3,32,An analysis of market-index certificates of deposit,70
A5055724072,Eva Liljeblom,6,6,217,22,96,1299,Society of Swedish Literature in Finland,FI,other,4,37,MACROECONOMIC VOLATILITY AND STOCK MARKET VOLATILITY: EMPIRICAL EVIDENCE ON FINNISH DATA,108
A5100637057,Zhiguang Wang,9,6,162,9,34,238,South Dakota State University,US,vol_options,4,101,The performance of VIX option pricing models: Empirical evidence beyond simulation,75
A5046054052,Kotapati Srinivasa Reddy,7,6,198,18,86,1291,Xi'an Polytechnic University,,other,3,10,"The 2007–2008 Global Financial Crisis, and Cross-border Mergers and Acquisitions",66
A5051468788,William T. Scherer,13,6,198,24,232,1989,University of Virginia,US,other,4,67,An agent based model of the E-Mini S&P 500 applied to flash crash analysis,72
A5009422099,Bin Li,13,6,150,12,102,1181,China Geological Survey,AU,equity_xs,5,42,Is the European Union Emissions Trading Scheme (EU ETS) informationally efficient? Evidence from momentum-based trading ,69
A5012099675,Marta Vidal,23,6,160,28,221,3042,Universidad Europea,ES,other,3,117,The short-term persistence of international mutual fund performance,57
A5056160368,Steven Xiaofan Zheng,8,6,216,14,56,669,National Bureau of Economic Research,US,microstructure,3,27,Ownership dispersion and market liquidity,67
A5101404270,Partha Ray,7,6,263,12,110,526,National Institute of Construction Management and Research,IN,macro_regime,3,44,Inflation Expectations and Monetary Policy in India: An Empirical Exploration,66
A5043819585,Matthias Sydow,7,6,142,9,25,211,European Central Bank,DE,cross_asset,3,8,What Drives EU Banks' Stock Returns? Bank-Level Evidence Using the Dynamic Dividend-Discount Model,41
A5030752053,Dennis J. Lasser,8,6,232,13,31,649,Binghamton University,US,microstructure,6,97,Price Dynamics in the Regular and E-Mini Futures Markets,92
A5059248758,Robert Ugochukwu Onyeneke,7,6,158,22,95,1516,Funai Electric (Japan),NG,equity_xs,2,3,A Resilience Approach to Community-Scale Climate Adaptation,36
A5100356720,Zhe Li,10,6,212,12,51,531,Shanghai International Studies University,CN,vol_options,3,61,Pricing discrete barrier options under jump-diffusion model with liquidity risk,45
A5025435154,Jeffrey M. Lacker,7,6,404,11,128,842,George Mason University,US,other,4,19,"Payment System Disruptions and the Federal Reserve following September 11, 2001",92
A5080266703,Ilias Filippou,16,6,129,8,33,253,Florida State University,GB,equity_xs,4,61,Global Political Risk and Currency Momentum,52
A5008521374,Arie E. Gozluklu,11,6,165,8,42,374,University of Warwick,GB,equity_xs,6,66,Demographics and the Behavior of Interest Rates,56
A5021618573,Abdolreza Nazemi,7,6,199,7,31,269,Karlsruhe Institute of Technology,DE,other,4,46,Macroeconomic variable selection for creditor recovery rates,52
A5048956043,Majid Mirzaee Ghazani,7,6,172,10,22,389,K. N. Toosi University of Technology,IR,commodities,4,60,Testing the adaptive market hypothesis as an evolutionary perspective on market efficiency: Evidence from the crude oil ,48
A5039820157,Zongxin Qian,10,6,137,9,37,293,Renmin University of China,CN,macro_regime,5,58,Regime-dependent determinants of Euro area sovereign CDS spreads,59
A5001346947,Andrew Tsang,11,6,115,18,77,2964,Association of Southeast Asian Nations,DE,macro_regime,2,20,The People’s bank of China’s response to the coronavirus pandemic: A quantitative assessment,44
A5109597383,Francisco Nadal De Simone,8,6,135,11,58,597,Sacred Heart University,LU,macro_regime,1,29,Monetary policy and systemic risk-taking in the euro area banking sector,44
A5053742199,Izani Ibrahim,10,6,107,14,65,761,Prince Sultan University,SA,equity_xs,4,26,"COVID-19, Government Response, and Market Volatility: Evidence from the Asia-Pacific Developed and Developing Markets",44
A5101423286,Dohyun Chun,9,6,125,8,32,204,Korea Advanced Institute of Science and Technology,KR,vol_options,4,37,Economic indicators and stock market volatility in an emerging economy,44
A5070341545,Muhammad Mustafa,9,6,164,12,50,380,South Carolina State University,US,macro_regime,5,31,Dynamics of the yen-dollar real exchange rate and the US-Japan real trade balance,51
A5101725026,Yong H. Kim,8,6,202,25,127,2339,"California State University, Long Beach",US,equity_xs,3,36,Relative performance of trading halts and price limits : Evidence from the Spanish Stock Exchange ☆,62
A5013290953,Apostolis Philippopoulos,7,6,344,25,174,1977,Hellenic American University,GR,macro_regime,3,15,"Electoral Uncertainty, Fiscal Policy and Macroeconomic Fluctuations",84
A5105660387,Claudio Fontana,10,6,185,14,88,779,University of Padua,FR,rates_credit,4,29,A general HJM framework for multiple yield curve modelling,65
A5101666020,Xu Guo,10,6,99,21,156,1345,Shenzhen University,CN,equity_xs,5,36,"A Bayesian approach to excess volatility, short-term underreaction and long-term overreaction during financial crises",36
A5049111087,David Longworth,8,6,293,10,42,515,TD Bank Group,CA,fx,6,92,Testing the Efficiency of the Canadian-U.S. Exchange Market under the Assumption of no Risk Premium,133
A5049713386,Rosa Rodríguez,10,6,162,18,135,1040,Universitat Autònoma de Barcelona,ES,other,7,71,The value of coskewness in mutual fund performance evaluation,78
A5009963118,Andrew Wood,7,6,182,18,82,872,University of Essex,GB,equity_xs,4,17,"Post‐IPO Operating Performance, Venture Capital and the Bubble Years",83
A5000195842,Aree Wiboonpongse,9,6,185,13,63,716,Chiang Mai University,TH,other,6,38,Modeling volatility and dependency of agricultural price and production indices of Thailand: Static versus time-varying ,67
A5102727678,Kin‐Yip Ho,12,6,153,20,105,1291,Georgetown University,AU,equity_xs,3,65,Long memory and regime switching: A simulation study on the Markov Regime-Switching ARFIMA model,61
A5089594169,Lorenzo Pozzi,8,6,220,16,64,818,Tinbergen Institute,NL,other,3,38,The time-varying integration of euro area government bond markets,70
A5001848545,David A. Dubofsky,11,6,327,17,54,851,University of Louisville,MY,microstructure,8,80,Volatility increases Subsequent to NYSE and AMEX Stock Splits,115
A5079235766,Zhuo Qiao,8,6,230,16,55,847,University of Macau,CN,other,6,88,"Long-run equilibrium, short-term adjustment, and spillover effects across Chinese segmented stock markets and the Hong K",80
A5027848500,Atanas Mihov,10,6,184,18,75,1350,University of Kansas,,equity_xs,5,24,"Foreign Investment, Regulatory Arbitrage, and the Risk of U.S. Banking Organizations",47
A5068858212,Sherman D. Hanna,7,6,164,30,173,3430,The Ohio State University,,equity_xs,3,28,The Concept of Risk Tolerance in Personal Financial Planning,49
A5024022874,Naveen Eluru,7,6,133,50,273,8989,University of Central Florida,US,macro_regime,3,6,Joint model of freight mode choice and shipment size: A copula-based random regret minimization framework,47
A5052447672,Anubha Goel,8,6,176,9,28,263,Tampere University,IN,cross_asset,4,54,Topological data analysis in investment decisions,43
A5112049576,Hong‐Ghi Min,11,6,292,11,38,497,Korea Advanced Institute of Science and Technology,,macro_regime,6,66,Determinants of emerging-market bond spreads: Cross-country evidence,91
A5042215118,Andy Fodor,15,6,160,11,85,416,Ohio University,US,equity_xs,3,37,The Information Content of Implied Skewness and Kurtosis Changes Prior to Earnings Announcements for Stock and Option Re,69
A5065914482,Michel Terraza,6,6,286,14,126,1063,Université de Montpellier,FR,other,4,45,Metal prices and the business cycle,99
A5026505200,Chris Sakellariou,6,6,254,19,76,1005,Nanyang Technological University,SG,other,2,11,The use of quantile regressions in estimating gender wage differentials: a case study of the Philippines,68
A5073143158,George Christodoulakis,9,6,156,10,67,488,Barbican Centre,GB,vol_options,5,50,Correlated ARCH (CorrARCH): Modelling the time-varying conditional correlation between financial asset returns,92
A5061117583,Keith Jakob,8,6,159,10,48,370,University of Montana,US,microstructure,4,41,"Tick size, NYSE rule 118, and ex-dividend day stock price behavior",88
A5103965259,Marco Buti,6,6,322,30,165,3195,European Commission,BE,macro_regime,1,12,Fiscal Policy in Europe: How Effective Are Automatic Stabilisers?,90
A5012040531,Marika Karanassou,6,6,332,19,101,1006,IZA - Institute of Labor Economics,GB,macro_regime,2,29,Capital Accumulation and Unemployment: New Insights on the Nordic Experience,77
A5074148453,Winston Moore,6,6,264,21,133,1443,University of the West Indies,BB,fx,4,21,The tourism area lifecycle and regime switching models.,85
A5037491770,Stephen Gong,6,6,164,13,37,486,Xi’an Jiaotong-Liverpool University,HK,other,2,49,Investor sentiment and stock returns: Wenchuan Earthquake,68
A5041693009,Maruška Vizek,7,6,148,14,125,739,Institute of Economics Zagreb,HR,macro_regime,3,13,Is there convergence in per capita renewable energy consumption across U.S. States? Evidence from LM and RALS-LM unit ro,53
A5040035923,Olesya V. Grishchenko,14,6,175,13,61,625,Federal Reserve,US,macro_regime,5,67,Measuring Inflation Anchoring and Uncertainty: A U.S. and Euro Area Comparison,53
A5071566725,Dimitris Papageorgiou,8,6,179,17,76,718,University of Peloponnese,GR,macro_regime,2,16,Fiscal Policy with an Informal Sector,53
A5108599240,Lishang Jiang,10,6,236,16,58,890,Tongji University,CN,rates_credit,5,45,A new well-posed algorithm to recover implied local volatility,89
A5063801367,Tom Arnold,14,6,172,13,155,823,,,cross_asset,6,51,The Information Content of Short Interest : A Natural Experiment,62
